"EntityId","Chart Label","Technology","Technology Subtype","Year","Official Program Number","Fixed O M dollar per kW","","Reference Name","Publication Year","Report Author(s)","Dataset name","Dataset web source"
"g41643","Combustion Turbine","Combustion Turbine","","2050","","6.9","","EPA 2013g","2013","EPA","Environmental Protection Agency (2013). Data from Integrated Power Model (IPM), ICF International.","http://www.epa.gov/airmarkets/documents/ipm/Chapter_4.pdf"
"g41611","Combustion Turbine","Combustion Turbine","","2018","","6.9","","EPA 2013g","2013","EPA","Environmental Protection Agency (2013). Data from Integrated Power Model (IPM), ICF International.","http://www.epa.gov/airmarkets/documents/ipm/Chapter_4.pdf"
"g41616","Combustion Turbine","Combustion Turbine","","2023","","6.9","","EPA 2013g","2013","EPA","Environmental Protection Agency (2013). Data from Integrated Power Model (IPM), ICF International.","http://www.epa.gov/airmarkets/documents/ipm/Chapter_4.pdf"
"g41621","Combustion Turbine","Combustion Turbine","","2028","","6.9","","EPA 2013g","2013","EPA","Environmental Protection Agency (2013). Data from Integrated Power Model (IPM), ICF International.","http://www.epa.gov/airmarkets/documents/ipm/Chapter_4.pdf"
"g41626","Combustion Turbine","Combustion Turbine","","2033","","6.9","","EPA 2013g","2013","EPA","Environmental Protection Agency (2013). Data from Integrated Power Model (IPM), ICF International.","http://www.epa.gov/airmarkets/documents/ipm/Chapter_4.pdf"
"g38886","Combustion Turbine","Combustion Turbine","","2013","","7.04","","AEO 2013","2013","Energy Information Administration","Annual Energy Outlook 2013","http://www.eia.gov/forecasts/capitalcost/pdf/updated_capcost.pdf"
"g38885","Combustion Turbine","Combustion Turbine","","2013","","7.34","","AEO 2013","2013","Energy Information Administration","Annual Energy Outlook 2013","http://www.eia.gov/forecasts/capitalcost/pdf/updated_capcost.pdf"
"g42549","Combustion Turbine","Combustion Turbine","","2013","","8.93","","McCann and Walters 2013","2013","McCann and Walters 2013","Cost of Generation Workshop: Natural Gas Technologies","http://www.energy.ca.gov/2013_energypolicy/documents/2013-03-07_workshop/presentations/Gas-Fired_Plants_Costs_Survey_Section_for_CEC_Workshop_2013-03-05.pdf"
"g42548","Combustion Turbine","Combustion Turbine","","2013","","9.66","","McCann and Walters 2013","2013","McCann and Walters 2013","Cost of Generation Workshop: Natural Gas Technologies","http://www.energy.ca.gov/2013_energypolicy/documents/2013-03-07_workshop/presentations/Gas-Fired_Plants_Costs_Survey_Section_for_CEC_Workshop_2013-03-05.pdf"
"g42547","Combustion Turbine","Combustion Turbine","","2013","","9.98","","McCann and Walters 2013","2013","McCann and Walters 2013","Cost of Generation Workshop: Natural Gas Technologies","http://www.energy.ca.gov/2013_energypolicy/documents/2013-03-07_workshop/presentations/Gas-Fired_Plants_Costs_Survey_Section_for_CEC_Workshop_2013-03-05.pdf"
"g42387","Combustion Turbine","Combustion Turbine","","2013","","25","","Lazard 2013","2013","Lazard","Levelized Cost of Energy Analysis - Version 7.0","http://gallery.mailchimp.com/ce17780900c3d223633ecfa59/files/Lazard_Levelized_Cost_of_Energy_v7.0.1.pdf"
"g42539","Combustion Turbine","Combustion Turbine","","2013","","25.24","","McCann and Walters 2013","2013","McCann and Walters 2013","Cost of Generation Workshop: Natural Gas Technologies","http://www.energy.ca.gov/2013_energypolicy/documents/2013-03-07_workshop/presentations/Gas-Fired_Plants_Costs_Survey_Section_for_CEC_Workshop_2013-03-05.pdf"
"g42538","Combustion Turbine","Combustion Turbine","","2013","","27.44","","McCann and Walters 2013","2013","McCann and Walters 2013","Cost of Generation Workshop: Natural Gas Technologies","http://www.energy.ca.gov/2013_energypolicy/documents/2013-03-07_workshop/presentations/Gas-Fired_Plants_Costs_Survey_Section_for_CEC_Workshop_2013-03-05.pdf"
"g42537","Combustion Turbine","Combustion Turbine","","2013","","28.39","","McCann and Walters 2013","2013","McCann and Walters 2013","Cost of Generation Workshop: Natural Gas Technologies","http://www.energy.ca.gov/2013_energypolicy/documents/2013-03-07_workshop/presentations/Gas-Fired_Plants_Costs_Survey_Section_for_CEC_Workshop_2013-03-05.pdf"
"g42544","Combustion Turbine","Combustion Turbine","","2013","","69.9","","McCann and Walters 2013","2013","McCann and Walters 2013","Cost of Generation Workshop: Natural Gas Technologies","http://www.energy.ca.gov/2013_energypolicy/documents/2013-03-07_workshop/presentations/Gas-Fired_Plants_Costs_Survey_Section_for_CEC_Workshop_2013-03-05.pdf"
"g42543","Combustion Turbine","Combustion Turbine","","2013","","73.55","","McCann and Walters 2013","2013","McCann and Walters 2013","Cost of Generation Workshop: Natural Gas Technologies","http://www.energy.ca.gov/2013_energypolicy/documents/2013-03-07_workshop/presentations/Gas-Fired_Plants_Costs_Survey_Section_for_CEC_Workshop_2013-03-05.pdf"
"g42542","Combustion Turbine","Combustion Turbine","","2013","","75.16","","McCann and Walters 2013","2013","McCann and Walters 2013","Cost of Generation Workshop: Natural Gas Technologies","http://www.energy.ca.gov/2013_energypolicy/documents/2013-03-07_workshop/presentations/Gas-Fired_Plants_Costs_Survey_Section_for_CEC_Workshop_2013-03-05.pdf"
"g39676","Combustion Turbine","Combustion Turbine","","2014","","5","","Lazard 2014","2014","Lazard","Lazard Levelized Cost of Energy Analysis, version 8.0","http://www.lazard.com/PDF/Levelized%20Cost%20of%20Energy%20-%20Version%208.0.pdf"
"g39685","Combustion Turbine","Combustion Turbine","","2014","","25","","Lazard 2014","2014","Lazard","Lazard Levelized Cost of Energy Analysis, version 8.0","http://www.lazard.com/PDF/Levelized%20Cost%20of%20Energy%20-%20Version%208.0.pdf"
"g40858","Combustion Turbine","Combustion Turbine","","2014","","7.04","","AEO 2015","2015","AEO","Annual Energy Outlook 2015","http://www.eia.gov/forecasts/aeo/assumptions/pdf/table_8.2.pdf"
"g41060","Combustion Turbine","Combustion Turbine","","2014","","7.04","","AEO 2015","2015","AEO","Annual Energy Outlook 2015","http://www.eia.gov/forecasts/aeo/assumptions/pdf/table_8.2.pdf"
"g41033","Combustion Turbine","Combustion Turbine","","2014","","7.34","","AEO 2015","2015","AEO","Annual Energy Outlook 2015","http://www.eia.gov/forecasts/aeo/assumptions/pdf/table_8.2.pdf"
"g40857","Combustion Turbine","Combustion Turbine","","2014","","7.34","","AEO 2015","2015","AEO","Annual Energy Outlook 2015","http://www.eia.gov/forecasts/aeo/assumptions/pdf/table_8.2.pdf"
"g42292","Scrubbed","Coal","","2009","","20.4","","Lazard 2009","2009","Lazard","Levelized Cost of Energy Analysis - Version 3.0","http://blog.cleanenergy.org/files/2009/04/lazard2009_levelizedcostofenergy.pdf"
"g24207","Scrubbed","Coal","","2029","","26.8","","EPA 2009","2009","EPA","Environmental Protection Agency (2009). Data from Integrated Power Model (IPM), ICF International.","http://www.epa.gov/airmarkt/progsregs/epa-ipm/docs/basecase2009.pdf"
"g24195","Scrubbed","Coal","","2017","","26.8","","EPA 2009","2009","EPA","Environmental Protection Agency (2009). Data from Integrated Power Model (IPM), ICF International.","http://www.epa.gov/airmarkt/progsregs/epa-ipm/docs/basecase2009.pdf"
"g24200","Scrubbed","Coal","","2022","","26.8","","EPA 2009","2009","EPA","Environmental Protection Agency (2009). Data from Integrated Power Model (IPM), ICF International.","http://www.epa.gov/airmarkt/progsregs/epa-ipm/docs/basecase2009.pdf"
"g24205","Scrubbed","Coal","","2027","","26.8","","EPA 2009","2009","EPA","Environmental Protection Agency (2009). Data from Integrated Power Model (IPM), ICF International.","http://www.epa.gov/airmarkt/progsregs/epa-ipm/docs/basecase2009.pdf"
"g24193","Scrubbed","Coal","","2015","","26.8","","EPA 2009","2009","EPA","Environmental Protection Agency (2009). Data from Integrated Power Model (IPM), ICF International.","http://www.epa.gov/airmarkt/progsregs/epa-ipm/docs/basecase2009.pdf"
"g24198","Scrubbed","Coal","","2020","","26.8","","EPA 2009","2009","EPA","Environmental Protection Agency (2009). Data from Integrated Power Model (IPM), ICF International.","http://www.epa.gov/airmarkt/progsregs/epa-ipm/docs/basecase2009.pdf"
"g24203","Scrubbed","Coal","","2025","","26.8","","EPA 2009","2009","EPA","Environmental Protection Agency (2009). Data from Integrated Power Model (IPM), ICF International.","http://www.epa.gov/airmarkt/progsregs/epa-ipm/docs/basecase2009.pdf"
"g24208","Scrubbed","Coal","","2030","","26.8","","EPA 2009","2009","EPA","Environmental Protection Agency (2009). Data from Integrated Power Model (IPM), ICF International.","http://www.epa.gov/airmarkt/progsregs/epa-ipm/docs/basecase2009.pdf"
"g24196","Scrubbed","Coal","","2018","","26.8","","EPA 2009","2009","EPA","Environmental Protection Agency (2009). Data from Integrated Power Model (IPM), ICF International.","http://www.epa.gov/airmarkt/progsregs/epa-ipm/docs/basecase2009.pdf"
"g24201","Scrubbed","Coal","","2023","","26.8","","EPA 2009","2009","EPA","Environmental Protection Agency (2009). Data from Integrated Power Model (IPM), ICF International.","http://www.epa.gov/airmarkt/progsregs/epa-ipm/docs/basecase2009.pdf"
"g24206","Scrubbed","Coal","","2028","","26.8","","EPA 2009","2009","EPA","Environmental Protection Agency (2009). Data from Integrated Power Model (IPM), ICF International.","http://www.epa.gov/airmarkt/progsregs/epa-ipm/docs/basecase2009.pdf"
"g24194","Scrubbed","Coal","","2016","","26.8","","EPA 2009","2009","EPA","Environmental Protection Agency (2009). Data from Integrated Power Model (IPM), ICF International.","http://www.epa.gov/airmarkt/progsregs/epa-ipm/docs/basecase2009.pdf"
"g24199","Scrubbed","Coal","","2021","","26.8","","EPA 2009","2009","EPA","Environmental Protection Agency (2009). Data from Integrated Power Model (IPM), ICF International.","http://www.epa.gov/airmarkt/progsregs/epa-ipm/docs/basecase2009.pdf"
"g24204","Scrubbed","Coal","","2026","","26.8","","EPA 2009","2009","EPA","Environmental Protection Agency (2009). Data from Integrated Power Model (IPM), ICF International.","http://www.epa.gov/airmarkt/progsregs/epa-ipm/docs/basecase2009.pdf"
"g24209","Scrubbed","Coal","","2031","","26.8","","EPA 2009","2009","EPA","Environmental Protection Agency (2009). Data from Integrated Power Model (IPM), ICF International.","http://www.epa.gov/airmarkt/progsregs/epa-ipm/docs/basecase2009.pdf"
"g24197","Scrubbed","Coal","","2019","","26.8","","EPA 2009","2009","EPA","Environmental Protection Agency (2009). Data from Integrated Power Model (IPM), ICF International.","http://www.epa.gov/airmarkt/progsregs/epa-ipm/docs/basecase2009.pdf"
"g24202","Scrubbed","Coal","","2024","","26.8","","EPA 2009","2009","EPA","Environmental Protection Agency (2009). Data from Integrated Power Model (IPM), ICF International.","http://www.epa.gov/airmarkt/progsregs/epa-ipm/docs/basecase2009.pdf"
"g22675","Scrubbed","Coal","","2027","","27.53","","AEO 2009","2009","AEO","Annual Energy Outlook 2009","http://www.eia.gov/oiaf/archive/aeo09/pdf/0383(2009).pdf"
"g22658","Scrubbed","Coal","","2010","","27.53","","AEO 2009","2009","AEO","Annual Energy Outlook 2009","http://www.eia.gov/oiaf/archive/aeo09/pdf/0383(2009).pdf"
"g22663","Scrubbed","Coal","","2015","","27.53","","AEO 2009","2009","AEO","Annual Energy Outlook 2009","http://www.eia.gov/oiaf/archive/aeo09/pdf/0383(2009).pdf"
"g22668","Scrubbed","Coal","","2020","","27.53","","AEO 2009","2009","AEO","Annual Energy Outlook 2009","http://www.eia.gov/oiaf/archive/aeo09/pdf/0383(2009).pdf"
"g22673","Scrubbed","Coal","","2025","","27.53","","AEO 2009","2009","AEO","Annual Energy Outlook 2009","http://www.eia.gov/oiaf/archive/aeo09/pdf/0383(2009).pdf"
"g22678","Scrubbed","Coal","","2030","","27.53","","AEO 2009","2009","AEO","Annual Energy Outlook 2009","http://www.eia.gov/oiaf/archive/aeo09/pdf/0383(2009).pdf"
"g22661","Scrubbed","Coal","","2013","","27.53","","AEO 2009","2009","AEO","Annual Energy Outlook 2009","http://www.eia.gov/oiaf/archive/aeo09/pdf/0383(2009).pdf"
"g22666","Scrubbed","Coal","","2018","","27.53","","AEO 2009","2009","AEO","Annual Energy Outlook 2009","http://www.eia.gov/oiaf/archive/aeo09/pdf/0383(2009).pdf"
"g22671","Scrubbed","Coal","","2023","","27.53","","AEO 2009","2009","AEO","Annual Energy Outlook 2009","http://www.eia.gov/oiaf/archive/aeo09/pdf/0383(2009).pdf"
"g22676","Scrubbed","Coal","","2028","","27.53","","AEO 2009","2009","AEO","Annual Energy Outlook 2009","http://www.eia.gov/oiaf/archive/aeo09/pdf/0383(2009).pdf"
"g22659","Scrubbed","Coal","","2011","","27.53","","AEO 2009","2009","AEO","Annual Energy Outlook 2009","http://www.eia.gov/oiaf/archive/aeo09/pdf/0383(2009).pdf"
"g22664","Scrubbed","Coal","","2016","","27.53","","AEO 2009","2009","AEO","Annual Energy Outlook 2009","http://www.eia.gov/oiaf/archive/aeo09/pdf/0383(2009).pdf"
"g22669","Scrubbed","Coal","","2021","","27.53","","AEO 2009","2009","AEO","Annual Energy Outlook 2009","http://www.eia.gov/oiaf/archive/aeo09/pdf/0383(2009).pdf"
"g22674","Scrubbed","Coal","","2026","","27.53","","AEO 2009","2009","AEO","Annual Energy Outlook 2009","http://www.eia.gov/oiaf/archive/aeo09/pdf/0383(2009).pdf"
"g22657","Scrubbed","Coal","","2009","","27.53","","AEO 2009","2009","AEO","Annual Energy Outlook 2009","http://www.eia.gov/oiaf/archive/aeo09/pdf/0383(2009).pdf"
"g22662","Scrubbed","Coal","","2014","","27.53","","AEO 2009","2009","AEO","Annual Energy Outlook 2009","http://www.eia.gov/oiaf/archive/aeo09/pdf/0383(2009).pdf"
"g22667","Scrubbed","Coal","","2019","","27.53","","AEO 2009","2009","AEO","Annual Energy Outlook 2009","http://www.eia.gov/oiaf/archive/aeo09/pdf/0383(2009).pdf"
"g22672","Scrubbed","Coal","","2024","","27.53","","AEO 2009","2009","AEO","Annual Energy Outlook 2009","http://www.eia.gov/oiaf/archive/aeo09/pdf/0383(2009).pdf"
"g22677","Scrubbed","Coal","","2029","","27.53","","AEO 2009","2009","AEO","Annual Energy Outlook 2009","http://www.eia.gov/oiaf/archive/aeo09/pdf/0383(2009).pdf"
"g22660","Scrubbed","Coal","","2012","","27.53","","AEO 2009","2009","AEO","Annual Energy Outlook 2009","http://www.eia.gov/oiaf/archive/aeo09/pdf/0383(2009).pdf"
"g22665","Scrubbed","Coal","","2017","","27.53","","AEO 2009","2009","AEO","Annual Energy Outlook 2009","http://www.eia.gov/oiaf/archive/aeo09/pdf/0383(2009).pdf"
"g22670","Scrubbed","Coal","","2022","","27.53","","AEO 2009","2009","AEO","Annual Energy Outlook 2009","http://www.eia.gov/oiaf/archive/aeo09/pdf/0383(2009).pdf"
"g42293","Scrubbed","Coal","","2009","","31.6","","Lazard 2009","2009","Lazard","Levelized Cost of Energy Analysis - Version 3.0","http://blog.cleanenergy.org/files/2009/04/lazard2009_levelizedcostofenergy.pdf"
"g39648","Scrubbed","Coal","","2009","","20.4","","Lazard 2010","2010","Lazard","Lazard Levelized Cost of Energy Analysis, version 4.0","http://www.dpuc.state.ct.us/DEEPEnergy.nsf/c6c6d525f7cdd1168525797d0047c5bf/8525797c00471adb852579ea00731d74/$FILE/Ex%2013%20-%20Lazard%202010%20Levelized%20Cost%20of%20Energy%20-%20v%204.0.pdf"
"g37324","Scrubbed","Coal","","2025","","28.6","","EPA 2010","2010","EPA","Environmental Protection Agency (2010). Data from Integrated Power Model (IPM), ICF International.","http://www.epa.gov/airmarkt/progsregs/epa-ipm/BaseCasev410.html"
"g37329","Scrubbed","Coal","","2030","","28.6","","EPA 2010","2010","EPA","Environmental Protection Agency (2010). Data from Integrated Power Model (IPM), ICF International.","http://www.epa.gov/airmarkt/progsregs/epa-ipm/BaseCasev410.html"
"g37334","Scrubbed","Coal","","2035","","28.6","","EPA 2010","2010","EPA","Environmental Protection Agency (2010). Data from Integrated Power Model (IPM), ICF International.","http://www.epa.gov/airmarkt/progsregs/epa-ipm/BaseCasev410.html"
"g37339","Scrubbed","Coal","","2040","","28.6","","EPA 2010","2010","EPA","Environmental Protection Agency (2010). Data from Integrated Power Model (IPM), ICF International.","http://www.epa.gov/airmarkt/progsregs/epa-ipm/BaseCasev410.html"
"g37312","Scrubbed","Coal","","2013","","28.6","","EPA 2010","2010","EPA","Environmental Protection Agency (2010). Data from Integrated Power Model (IPM), ICF International.","http://www.epa.gov/airmarkt/progsregs/epa-ipm/BaseCasev410.html"
"g37344","Scrubbed","Coal","","2045","","28.6","","EPA 2010","2010","EPA","Environmental Protection Agency (2010). Data from Integrated Power Model (IPM), ICF International.","http://www.epa.gov/airmarkt/progsregs/epa-ipm/BaseCasev410.html"
"g37317","Scrubbed","Coal","","2018","","28.6","","EPA 2010","2010","EPA","Environmental Protection Agency (2010). Data from Integrated Power Model (IPM), ICF International.","http://www.epa.gov/airmarkt/progsregs/epa-ipm/BaseCasev410.html"
"g37349","Scrubbed","Coal","","2050","","28.6","","EPA 2010","2010","EPA","Environmental Protection Agency (2010). Data from Integrated Power Model (IPM), ICF International.","http://www.epa.gov/airmarkt/progsregs/epa-ipm/BaseCasev410.html"
"g37322","Scrubbed","Coal","","2023","","28.6","","EPA 2010","2010","EPA","Environmental Protection Agency (2010). Data from Integrated Power Model (IPM), ICF International.","http://www.epa.gov/airmarkt/progsregs/epa-ipm/BaseCasev410.html"
"g37327","Scrubbed","Coal","","2028","","28.6","","EPA 2010","2010","EPA","Environmental Protection Agency (2010). Data from Integrated Power Model (IPM), ICF International.","http://www.epa.gov/airmarkt/progsregs/epa-ipm/BaseCasev410.html"
"g37332","Scrubbed","Coal","","2033","","28.6","","EPA 2010","2010","EPA","Environmental Protection Agency (2010). Data from Integrated Power Model (IPM), ICF International.","http://www.epa.gov/airmarkt/progsregs/epa-ipm/BaseCasev410.html"
"g37337","Scrubbed","Coal","","2038","","28.6","","EPA 2010","2010","EPA","Environmental Protection Agency (2010). Data from Integrated Power Model (IPM), ICF International.","http://www.epa.gov/airmarkt/progsregs/epa-ipm/BaseCasev410.html"
"g37342","Scrubbed","Coal","","2043","","28.6","","EPA 2010","2010","EPA","Environmental Protection Agency (2010). Data from Integrated Power Model (IPM), ICF International.","http://www.epa.gov/airmarkt/progsregs/epa-ipm/BaseCasev410.html"
"g37315","Scrubbed","Coal","","2016","","28.6","","EPA 2010","2010","EPA","Environmental Protection Agency (2010). Data from Integrated Power Model (IPM), ICF International.","http://www.epa.gov/airmarkt/progsregs/epa-ipm/BaseCasev410.html"
"g37347","Scrubbed","Coal","","2048","","28.6","","EPA 2010","2010","EPA","Environmental Protection Agency (2010). Data from Integrated Power Model (IPM), ICF International.","http://www.epa.gov/airmarkt/progsregs/epa-ipm/BaseCasev410.html"
"g37320","Scrubbed","Coal","","2021","","28.6","","EPA 2010","2010","EPA","Environmental Protection Agency (2010). Data from Integrated Power Model (IPM), ICF International.","http://www.epa.gov/airmarkt/progsregs/epa-ipm/BaseCasev410.html"
"g37325","Scrubbed","Coal","","2026","","28.6","","EPA 2010","2010","EPA","Environmental Protection Agency (2010). Data from Integrated Power Model (IPM), ICF International.","http://www.epa.gov/airmarkt/progsregs/epa-ipm/BaseCasev410.html"
"g37330","Scrubbed","Coal","","2031","","28.6","","EPA 2010","2010","EPA","Environmental Protection Agency (2010). Data from Integrated Power Model (IPM), ICF International.","http://www.epa.gov/airmarkt/progsregs/epa-ipm/BaseCasev410.html"
"g37335","Scrubbed","Coal","","2036","","28.6","","EPA 2010","2010","EPA","Environmental Protection Agency (2010). Data from Integrated Power Model (IPM), ICF International.","http://www.epa.gov/airmarkt/progsregs/epa-ipm/BaseCasev410.html"
"g37340","Scrubbed","Coal","","2041","","28.6","","EPA 2010","2010","EPA","Environmental Protection Agency (2010). Data from Integrated Power Model (IPM), ICF International.","http://www.epa.gov/airmarkt/progsregs/epa-ipm/BaseCasev410.html"
"g37313","Scrubbed","Coal","","2014","","28.6","","EPA 2010","2010","EPA","Environmental Protection Agency (2010). Data from Integrated Power Model (IPM), ICF International.","http://www.epa.gov/airmarkt/progsregs/epa-ipm/BaseCasev410.html"
"g37345","Scrubbed","Coal","","2046","","28.6","","EPA 2010","2010","EPA","Environmental Protection Agency (2010). Data from Integrated Power Model (IPM), ICF International.","http://www.epa.gov/airmarkt/progsregs/epa-ipm/BaseCasev410.html"
"g37318","Scrubbed","Coal","","2019","","28.6","","EPA 2010","2010","EPA","Environmental Protection Agency (2010). Data from Integrated Power Model (IPM), ICF International.","http://www.epa.gov/airmarkt/progsregs/epa-ipm/BaseCasev410.html"
"g37323","Scrubbed","Coal","","2024","","28.6","","EPA 2010","2010","EPA","Environmental Protection Agency (2010). Data from Integrated Power Model (IPM), ICF International.","http://www.epa.gov/airmarkt/progsregs/epa-ipm/BaseCasev410.html"
"g37328","Scrubbed","Coal","","2029","","28.6","","EPA 2010","2010","EPA","Environmental Protection Agency (2010). Data from Integrated Power Model (IPM), ICF International.","http://www.epa.gov/airmarkt/progsregs/epa-ipm/BaseCasev410.html"
"g37333","Scrubbed","Coal","","2034","","28.6","","EPA 2010","2010","EPA","Environmental Protection Agency (2010). Data from Integrated Power Model (IPM), ICF International.","http://www.epa.gov/airmarkt/progsregs/epa-ipm/BaseCasev410.html"
"g37338","Scrubbed","Coal","","2039","","28.6","","EPA 2010","2010","EPA","Environmental Protection Agency (2010). Data from Integrated Power Model (IPM), ICF International.","http://www.epa.gov/airmarkt/progsregs/epa-ipm/BaseCasev410.html"
"g37311","Scrubbed","Coal","","2012","","28.6","","EPA 2010","2010","EPA","Environmental Protection Agency (2010). Data from Integrated Power Model (IPM), ICF International.","http://www.epa.gov/airmarkt/progsregs/epa-ipm/BaseCasev410.html"
"g37343","Scrubbed","Coal","","2044","","28.6","","EPA 2010","2010","EPA","Environmental Protection Agency (2010). Data from Integrated Power Model (IPM), ICF International.","http://www.epa.gov/airmarkt/progsregs/epa-ipm/BaseCasev410.html"
"g37316","Scrubbed","Coal","","2017","","28.6","","EPA 2010","2010","EPA","Environmental Protection Agency (2010). Data from Integrated Power Model (IPM), ICF International.","http://www.epa.gov/airmarkt/progsregs/epa-ipm/BaseCasev410.html"
"g37348","Scrubbed","Coal","","2049","","28.6","","EPA 2010","2010","EPA","Environmental Protection Agency (2010). Data from Integrated Power Model (IPM), ICF International.","http://www.epa.gov/airmarkt/progsregs/epa-ipm/BaseCasev410.html"
"g37321","Scrubbed","Coal","","2022","","28.6","","EPA 2010","2010","EPA","Environmental Protection Agency (2010). Data from Integrated Power Model (IPM), ICF International.","http://www.epa.gov/airmarkt/progsregs/epa-ipm/BaseCasev410.html"
"g37326","Scrubbed","Coal","","2027","","28.6","","EPA 2010","2010","EPA","Environmental Protection Agency (2010). Data from Integrated Power Model (IPM), ICF International.","http://www.epa.gov/airmarkt/progsregs/epa-ipm/BaseCasev410.html"
"g37331","Scrubbed","Coal","","2032","","28.6","","EPA 2010","2010","EPA","Environmental Protection Agency (2010). Data from Integrated Power Model (IPM), ICF International.","http://www.epa.gov/airmarkt/progsregs/epa-ipm/BaseCasev410.html"
"g37336","Scrubbed","Coal","","2037","","28.6","","EPA 2010","2010","EPA","Environmental Protection Agency (2010). Data from Integrated Power Model (IPM), ICF International.","http://www.epa.gov/airmarkt/progsregs/epa-ipm/BaseCasev410.html"
"g37341","Scrubbed","Coal","","2042","","28.6","","EPA 2010","2010","EPA","Environmental Protection Agency (2010). Data from Integrated Power Model (IPM), ICF International.","http://www.epa.gov/airmarkt/progsregs/epa-ipm/BaseCasev410.html"
"g37314","Scrubbed","Coal","","2015","","28.6","","EPA 2010","2010","EPA","Environmental Protection Agency (2010). Data from Integrated Power Model (IPM), ICF International.","http://www.epa.gov/airmarkt/progsregs/epa-ipm/BaseCasev410.html"
"g37346","Scrubbed","Coal","","2047","","28.6","","EPA 2010","2010","EPA","Environmental Protection Agency (2010). Data from Integrated Power Model (IPM), ICF International.","http://www.epa.gov/airmarkt/progsregs/epa-ipm/BaseCasev410.html"
"g37319","Scrubbed","Coal","","2020","","28.6","","EPA 2010","2010","EPA","Environmental Protection Agency (2010). Data from Integrated Power Model (IPM), ICF International.","http://www.epa.gov/airmarkt/progsregs/epa-ipm/BaseCasev410.html"
"g37292","Scrubbed","Coal","","2032","","28.9","","EPA 2010","2010","EPA","Environmental Protection Agency (2010). Data from Integrated Power Model (IPM), ICF International.","http://www.epa.gov/airmarkt/progsregs/epa-ipm/BaseCasev410.html"
"g37297","Scrubbed","Coal","","2037","","28.9","","EPA 2010","2010","EPA","Environmental Protection Agency (2010). Data from Integrated Power Model (IPM), ICF International.","http://www.epa.gov/airmarkt/progsregs/epa-ipm/BaseCasev410.html"
"g37302","Scrubbed","Coal","","2042","","28.9","","EPA 2010","2010","EPA","Environmental Protection Agency (2010). Data from Integrated Power Model (IPM), ICF International.","http://www.epa.gov/airmarkt/progsregs/epa-ipm/BaseCasev410.html"
"g37307","Scrubbed","Coal","","2047","","28.9","","EPA 2010","2010","EPA","Environmental Protection Agency (2010). Data from Integrated Power Model (IPM), ICF International.","http://www.epa.gov/airmarkt/progsregs/epa-ipm/BaseCasev410.html"
"g37275","Scrubbed","Coal","","2015","","28.9","","EPA 2010","2010","EPA","Environmental Protection Agency (2010). Data from Integrated Power Model (IPM), ICF International.","http://www.epa.gov/airmarkt/progsregs/epa-ipm/BaseCasev410.html"
"g37280","Scrubbed","Coal","","2020","","28.9","","EPA 2010","2010","EPA","Environmental Protection Agency (2010). Data from Integrated Power Model (IPM), ICF International.","http://www.epa.gov/airmarkt/progsregs/epa-ipm/BaseCasev410.html"
"g37285","Scrubbed","Coal","","2025","","28.9","","EPA 2010","2010","EPA","Environmental Protection Agency (2010). Data from Integrated Power Model (IPM), ICF International.","http://www.epa.gov/airmarkt/progsregs/epa-ipm/BaseCasev410.html"
"g37290","Scrubbed","Coal","","2030","","28.9","","EPA 2010","2010","EPA","Environmental Protection Agency (2010). Data from Integrated Power Model (IPM), ICF International.","http://www.epa.gov/airmarkt/progsregs/epa-ipm/BaseCasev410.html"
"g37295","Scrubbed","Coal","","2035","","28.9","","EPA 2010","2010","EPA","Environmental Protection Agency (2010). Data from Integrated Power Model (IPM), ICF International.","http://www.epa.gov/airmarkt/progsregs/epa-ipm/BaseCasev410.html"
"g37300","Scrubbed","Coal","","2040","","28.9","","EPA 2010","2010","EPA","Environmental Protection Agency (2010). Data from Integrated Power Model (IPM), ICF International.","http://www.epa.gov/airmarkt/progsregs/epa-ipm/BaseCasev410.html"
"g37305","Scrubbed","Coal","","2045","","28.9","","EPA 2010","2010","EPA","Environmental Protection Agency (2010). Data from Integrated Power Model (IPM), ICF International.","http://www.epa.gov/airmarkt/progsregs/epa-ipm/BaseCasev410.html"
"g37273","Scrubbed","Coal","","2013","","28.9","","EPA 2010","2010","EPA","Environmental Protection Agency (2010). Data from Integrated Power Model (IPM), ICF International.","http://www.epa.gov/airmarkt/progsregs/epa-ipm/BaseCasev410.html"
"g37310","Scrubbed","Coal","","2050","","28.9","","EPA 2010","2010","EPA","Environmental Protection Agency (2010). Data from Integrated Power Model (IPM), ICF International.","http://www.epa.gov/airmarkt/progsregs/epa-ipm/BaseCasev410.html"
"g37278","Scrubbed","Coal","","2018","","28.9","","EPA 2010","2010","EPA","Environmental Protection Agency (2010). Data from Integrated Power Model (IPM), ICF International.","http://www.epa.gov/airmarkt/progsregs/epa-ipm/BaseCasev410.html"
"g37283","Scrubbed","Coal","","2023","","28.9","","EPA 2010","2010","EPA","Environmental Protection Agency (2010). Data from Integrated Power Model (IPM), ICF International.","http://www.epa.gov/airmarkt/progsregs/epa-ipm/BaseCasev410.html"
"g37288","Scrubbed","Coal","","2028","","28.9","","EPA 2010","2010","EPA","Environmental Protection Agency (2010). Data from Integrated Power Model (IPM), ICF International.","http://www.epa.gov/airmarkt/progsregs/epa-ipm/BaseCasev410.html"
